"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","Y"
-7.19657622743398,8.70350699871778,-0.968103357590735,-7.25454999599606,-5.9152407804504,-5.39948616176844,-5.04672473296523,-5.27038794476539,3.49859419744462,-1.35430464986712,5.48140370287001
-9.17877880390733,9.95758919976652,6.78168041631579,-9.9534289771691,-9.6858894592151,-6.30787966772914,0.577356317080557,0.752508048899472,-5.08728037588298,8.4745932277292,-3.39404895668849
9.97084433678538,6.04451043065637,-6.13446622621268,4.39407556317747,-4.82089945115149,-7.52803891897202,1.69014662504196,-3.13910139258951,2.01175338122994,-2.53114571794868,20.6642764154822
8.45832251943648,7.97119183465838,8.74372841324657,-7.40827656816691,2.55535238422453,0.579281547106802,1.43818031065166,-4.02688931208104,-0.0919942278414965,8.22281784843653,15.0515671749599
3.28179736156017,6.71502880286425,5.28535587713122,7.97795869410038,2.79401904903352,8.20465074852109,7.98736309632659,-3.55284514836967,9.55077293794602,9.2443281551823,10.5093429237604
-1.95993133354932,-2.16925716493279,7.89590377826244,-1.99162295088172,7.25573181174695,9.24303619656712,-0.518190581351519,4.04137694276869,7.85413087811321,-3.77404709812254,0.713259372860193
-6.07984693255275,3.31498796120286,0.790598364546895,8.21648679673672,-1.37381538748741,4.13078076206148,4.39954596571624,-2.04860374331474,9.25760806538165,7.65782991889864,-0.541325211524963
6.44453074783087,-6.87010277993977,3.21375197730958,-8.52986016776413,9.34239227790385,-9.52246378641576,-7.88657138124108,-3.15521385986358,-3.18705481477082,-2.72928495425731,-0.784246111288667
-4.2018568655476,-4.40652950666845,-2.77155941352248,4.19018076267093,0.175089659169316,-7.49414127785712,2.71367006935179,4.33039873372763,4.67468328773975,9.06111108604819,-5.7802155893296
5.90303946752101,6.10142442397773,-2.72622452583164,9.79772235732526,-8.48743404727429,4.1449427511543,6.20613081380725,-0.597875486128032,9.50673464220017,8.7230608612299,13.6614583479241
-8.76965442672372,2.01051076874137,9.21418508049101,0.20621576346457,2.60324480012059,8.87823765166104,-3.68907059542835,4.4931838195771,4.14965121075511,-0.59828772675246,-10.7956001977436
7.00374550651759,-7.02049997635186,-3.74611417762935,1.76340036094189,5.7520150905475,9.07861849293113,-9.50882946606725,-6.24357904307544,-0.543964020907879,-4.30037188343704,-0.979302090127021
8.73156959656626,1.70043593272567,6.93183679599315,-5.61601011548191,1.39704272150993,-6.20062458794564,-9.29833777248859,8.00755722913891,-5.78367805108428,-7.73365717381239,5.90386922471225
-9.71740481443703,3.09852006379515,-3.92539205960929,-2.83718544524163,5.66496623679996,5.73627299163491,-6.25069858040661,0.0687837414443493,8.00371869467199,-7.5763237895444,-6.22548782732338
-0.0696306768804789,-1.57020457554609,-5.23573028855026,5.43969329446554,2.11230057757348,8.29802345484495,-1.09061049763113,9.9153656931594,-3.83487495128065,4.54874947667122,-4.52141943853348
-3.56540274806321,-9.60611185990274,-3.03771211300045,-9.89217614755034,6.15672522224486,-1.75003783311695,-7.22011036239564,8.81067975889891,7.01466388069093,-9.51026902534068,-15.306488268543
-8.96767996251583,5.21793603431433,8.94081564154476,-2.6464636111632,1.3755443226546,8.44940498005599,5.99336241837591,-8.08312775567174,-1.63770004175603,1.44586458802223,0.394086888991296
6.78562685847282,-7.42798653896898,-2.23670528735965,9.89544024225324,-8.51402216590941,0.174834476783872,6.06273694429547,6.90893455874175,8.22614386677742,-0.147365108132362,1.8354358128272
2.97837549354881,8.08531460352242,9.36588911805302,-6.85061937198043,3.51188372354954,-6.83709606993943,3.62152827437967,-1.32227006834,3.37967766448855,-6.96189155336469,7.76725485688075
-2.19962609931827,6.44638417288661,-3.81168467923999,4.24683979712427,3.35689467843622,8.8743180828169,-8.33726138342172,-3.32628753967583,-5.22522434592247,-1.56016723252833,0.0205385754816234
6.13296031020582,-3.99589096661657,3.93423330504447,8.01865951623768,-0.0958657497540116,-8.01528965588659,9.24709112383425,1.46398612298071,-0.937053905799985,-6.83026444166899,4.21042724046856
1.32960341870785,3.57041680254042,-6.02508576121181,2.40466580726206,-3.95388747565448,9.54963069409132,-7.12400295771658,-9.96702992357314,-8.07036799844354,-1.54335476923734,6.76544104702771
-7.91003311984241,9.08939343411475,-7.32147552073002,9.52434279024601,0.199162354692817,1.61084454506636,-4.2897349409759,5.77756297774613,-2.89816779084504,4.921746077016,1.61875346675515
6.54865956865251,9.24782564863563,-1.22987815178931,8.99717847350985,-9.48431469500065,5.85823813918978,5.96330389846116,-3.40816354379058,5.17574325669557,9.94932546745986,17.3941557994112
2.29603690095246,-0.468851048499346,3.36765316314995,1.62876796443015,1.34721968788654,4.16452805977315,1.71369357965887,3.58004137407988,9.75266665685922,6.23008265160024,-0.486457089427859
-1.17502744775265,-2.69011468160897,9.79252662044019,-8.58717217110097,0.846818815916777,-9.72632298246026,-2.50635725911707,-9.37954780645669,-6.68344563804567,6.72832373064011,0.84053089376539
5.11864180210978,0.692793498747051,-4.63115900754929,-3.03879235871136,7.87163212895393,-9.86458086408675,2.41746807005256,6.37379717547446,7.57495685480535,-1.56011852435768,1.46633266238496
-4.68518689740449,-6.81289617903531,-1.67579461820424,6.05810058768839,-7.91625022422522,-0.0744421407580376,6.92608361598104,-1.33058053441346,-6.63488349411637,-0.14358211774379,-16.3197632622905
8.51467348169535,-6.81890328880399,-1.18920085486025,0.0578700471669436,2.66920138616115,9.46149705443531,-9.04306083451957,8.83656608872116,-9.10967331845313,-9.82933977618814,2.9485121415928
8.40378338005394,-1.06918873731047,9.96201951056719,-6.32526424713433,-0.676444647833705,-8.1716578360647,-8.40757725294679,1.83197040576488,4.45627755951136,1.68093057814986,7.87476303754374
-0.262360912747681,-3.77590864431113,-6.43090741708875,3.53122405242175,4.01631851214916,4.36986062210053,-0.890099499374628,-5.60592362657189,-2.32615524437279,-9.00606765411794,-4.03285921085626
-7.7140460209921,-0.553728276863694,8.28351315110922,-9.94466732721776,-8.37600943166763,-1.05140984524041,5.24160640779883,5.71206918917596,-2.032999410294,3.19134992081672,-4.97493805363774
6.81483098305762,-5.41070324368775,-9.20655228197575,7.5540683278814,-4.25375763792545,0.718137179501355,-8.44661995768547,8.17346276249737,-9.68590612523258,1.7365839285776,-0.596906815189868
2.67275235615671,2.97888638917357,-1.4011473255232,2.59615697897971,6.01564683951437,0.813114950433373,3.69637615978718,-6.45038157235831,2.33416297007352,-6.49146157316864,1.47802603431046
-2.54106483887881,6.87855960801244,5.53374805487692,-2.20842676702887,5.46932964585721,7.19204732216895,1.1703207809478,-4.24282933585346,9.34708666522056,7.05844066105783,6.36339572258294
